"record_id","state_code","jurisdiction_name","jurisdiction_type","official_jurisdiction_id","tax_name","legal_incidence","geographic_scope","employer_withholding","rate","effective_at","administrator","evidence_status","coverage_status","product_disposition","source_date","primary_source_urls","limitations"
"pa-legal-municipality-eit-631893","PA","WEST BROWNSVILLE BORO","borough","{""municipality_ids"":[""631893""],""psd_codes"":[""260205"",""630507""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","[""Keystone Collections Group"",""Southwest Regional Tax Bureau""]","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","[""2026-01-05"",""2026-06-23""]","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-151805","PA","WEST CALN TWP","township","{""municipality_ids"":[""151805""],""psd_codes"":[""150209""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Keystone Collections Group""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-11""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-151833","PA","WEST CHESTER BORO","borough","{""municipality_ids"":[""151833""],""psd_codes"":[""151204""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.75]}","{""register_as_of"":""2026-08-25""}","""Keystone Collections Group""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-05-29""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-361715","PA","WEST COCALICO TWP","township","{""municipality_ids"":[""361715""],""psd_codes"":[""060408"",""360104""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[0.5],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","[""Berks Earned Income Tax Bureau"",""Lancaster County Tax Collection Bureau""]","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-23""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-461713","PA","WEST CONSHOHOCKEN BORO","borough","{""municipality_ids"":[""461713""],""psd_codes"":[""461903""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[1.0]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-01-16""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-361745","PA","WEST DONEGAL TWP","township","{""municipality_ids"":[""361745""],""psd_codes"":[""360604""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Lancaster County Tax Collection Bureau""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-08-12""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-361775","PA","WEST EARL TWP","township","{""municipality_ids"":[""361775""],""psd_codes"":[""360303""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Lancaster County Tax Collection Bureau""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-22""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-481053","PA","WEST EASTON BORO","borough","{""municipality_ids"":[""481053""],""psd_codes"":[""480802""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Keystone Collections Group""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-01-12""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-201415","PA","WEST FALLOWFIELD TWP","township","{""municipality_ids"":[""201415""],""psd_codes"":[""200115""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-05-27""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-631925","PA","WEST FINLEY TWP","township","{""municipality_ids"":[""631925""],""psd_codes"":[""631010""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Keystone Collections Group""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-23""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-031295","PA","WEST FRANKLIN TWP","township","{""municipality_ids"":[""031295""],""psd_codes"":[""030226""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-16""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-151895","PA","WEST GOSHEN TWP","township","{""municipality_ids"":[""151895""],""psd_codes"":[""151205""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Keystone Collections Group""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-05-29""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-151923","PA","WEST GROVE BORO","borough","{""municipality_ids"":[""151923""],""psd_codes"":[""150107""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[1.0]}","{""register_as_of"":""2026-08-25""}","""Keystone Collections Group""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-01-07""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-221115","PA","WEST HANOVER TWP","township","{""municipality_ids"":[""221115""],""psd_codes"":[""220107""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Keystone Collections Group""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-01-07""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-401983","PA","WEST HAZLETON BORO","borough","{""municipality_ids"":[""401983""],""psd_codes"":[""400512""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-29""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-470335","PA","WEST HEMLOCK TWP","township","{""municipality_ids"":[""470335""],""psd_codes"":[""470109""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Danville Area Earned Income Tax Office""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-15""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-361805","PA","WEST HEMPFIELD TWP","township","{""municipality_ids"":[""361805""],""psd_codes"":[""360804""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Lancaster County Tax Collection Bureau""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-16""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-180845","PA","WEST KEATING TWP","township","{""municipality_ids"":[""180845""],""psd_codes"":[""170805""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Keystone Collections Group""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-01-06""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-031323","PA","WEST KITTANNING BORO","borough","{""municipality_ids"":[""031323""],""psd_codes"":[""030227""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-16""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-651833","PA","WEST LEECHBURG BORO","borough","{""municipality_ids"":[""651833""],""psd_codes"":[""030303""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-19""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-542015","PA","WEST MAHANOY TWP","township","{""municipality_ids"":[""542015""],""psd_codes"":[""540802""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-01-09""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-321055","PA","WEST MAHONING TWP","township","{""municipality_ids"":[""321055""],""psd_codes"":[""030230""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[0.5],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-16""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-671835","PA","WEST MANCHESTER TWP","township","{""municipality_ids"":[""671835""],""psd_codes"":[""671301""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""York Adams Tax Bureau""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-16""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-671865","PA","WEST MANHEIM TWP","township","{""municipality_ids"":[""671865""],""psd_codes"":[""671003""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""York Adams Tax Bureau""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-11""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
